Model                                         | Scenario |        Extra |    N |   Accuracy
deepseek-chat-v3.1 (with COT)                 |       21 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       21 |     ECT Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       22 |   Min Events |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       22 |   Event Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       22 |      Min ECT |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       22 |     ECT Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       23 |   Min Events |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       23 |   Event Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       23 |      Min ECT |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       23 |     ECT Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       24 |   Min Events |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       24 |   Event Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       24 |      Min ECT |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       24 |     ECT Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       27 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       27 |   Event Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       27 |      Min ECT |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       27 |     ECT Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       28 |   Min Events |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       28 |   Event Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       28 |      Min ECT |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       28 |     ECT Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       29 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       29 |   Event Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       29 |      Min ECT |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       29 |     ECT Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       30 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       30 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       30 |      Min ECT |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       30 |     ECT Load |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       31 |   Min Events |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       31 |   Event Load |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       31 |      Min ECT |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       31 |     ECT Load |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       32 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       32 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       32 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       32 |     ECT Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       37 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       37 |   Event Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       37 |      Min ECT |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       37 |     ECT Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       39 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       39 |   Event Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       39 |      Min ECT |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       39 |     ECT Load |   10 |       0.0%

openai-gpt-5.2-chat                           |        7 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |        7 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |        7 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |        7 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |        8 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |        8 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |        8 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |        8 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |        9 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |        9 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |        9 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |        9 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       10 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       10 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       10 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       10 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       11 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       11 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       11 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       11 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       12 |   Min Events |   10 |       0.0%
openai-gpt-5.2-chat                           |       12 |   Event Load |   10 |       0.0%
openai-gpt-5.2-chat                           |       12 |      Min ECT |   10 |       0.0%
openai-gpt-5.2-chat                           |       12 |     ECT Load |   10 |       0.0%
openai-gpt-5.2-chat                           |       13 |   Min Events |   10 |       0.0%
openai-gpt-5.2-chat                           |       13 |   Event Load |   10 |       0.0%
openai-gpt-5.2-chat                           |       13 |      Min ECT |   10 |       0.0%
openai-gpt-5.2-chat                           |       13 |     ECT Load |   10 |       0.0%
openai-gpt-5.2-chat                           |       14 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       14 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       14 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       14 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       15 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       15 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       15 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       15 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       16 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       16 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       16 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       16 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       17 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       17 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       17 |      Min ECT |   10 |      90.0%
openai-gpt-5.2-chat                           |       17 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       18 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       18 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       18 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       18 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       19 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       19 |   Event Load |   10 |      90.0%
openai-gpt-5.2-chat                           |       19 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       19 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       20 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       20 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       20 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       20 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       21 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       21 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       21 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       21 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       22 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       22 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       22 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       22 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       23 |   Min Events |   10 |       0.0%
openai-gpt-5.2-chat                           |       23 |   Event Load |   10 |      10.0%
openai-gpt-5.2-chat                           |       23 |      Min ECT |   10 |       0.0%
openai-gpt-5.2-chat                           |       23 |     ECT Load |   10 |       0.0%
openai-gpt-5.2-chat                           |       24 |   Min Events |   10 |      70.0%
openai-gpt-5.2-chat                           |       24 |   Event Load |   10 |      70.0%
openai-gpt-5.2-chat                           |       24 |      Min ECT |   10 |      70.0%
openai-gpt-5.2-chat                           |       24 |     ECT Load |   10 |      70.0%
openai-gpt-5.2-chat                           |       27 |   Min Events |   10 |      70.0%
openai-gpt-5.2-chat                           |       27 |   Event Load |   10 |      90.0%
openai-gpt-5.2-chat                           |       27 |      Min ECT |   10 |      90.0%
openai-gpt-5.2-chat                           |       27 |     ECT Load |   10 |      80.0%
openai-gpt-5.2-chat                           |       28 |   Min Events |   10 |      90.0%
openai-gpt-5.2-chat                           |       28 |   Event Load |   10 |      40.0%
openai-gpt-5.2-chat                           |       28 |      Min ECT |   10 |      30.0%
openai-gpt-5.2-chat                           |       28 |     ECT Load |   10 |      60.0%
openai-gpt-5.2-chat                           |       29 |   Min Events |   10 |      70.0%
openai-gpt-5.2-chat                           |       29 |   Event Load |   10 |      80.0%
openai-gpt-5.2-chat                           |       29 |      Min ECT |   10 |      70.0%
openai-gpt-5.2-chat                           |       29 |     ECT Load |   10 |      50.0%
openai-gpt-5.2-chat                           |       30 |   Min Events |   10 |      90.0%
openai-gpt-5.2-chat                           |       30 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       30 |      Min ECT |   10 |      70.0%
openai-gpt-5.2-chat                           |       30 |     ECT Load |   10 |      80.0%
openai-gpt-5.2-chat                           |       31 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       31 |   Event Load |   10 |      90.0%
openai-gpt-5.2-chat                           |       31 |      Min ECT |   10 |      90.0%
openai-gpt-5.2-chat                           |       31 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       32 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       32 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       32 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       32 |     ECT Load |   10 |      90.0%
openai-gpt-5.2-chat                           |       37 |   Min Events |   10 |      80.0%
openai-gpt-5.2-chat                           |       37 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       37 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       37 |     ECT Load |   10 |      80.0%
openai-gpt-5.2-chat                           |       39 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat                           |       39 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat                           |       39 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat                           |       39 |     ECT Load |   10 |      90.0%

openai-gpt-5.2-chat (with COT)                |        7 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        7 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        7 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        7 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        8 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        8 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        8 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        8 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        9 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        9 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        9 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |        9 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       10 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       10 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       10 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       10 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       11 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       11 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       11 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       11 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       12 |   Min Events |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       12 |   Event Load |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       12 |      Min ECT |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       12 |     ECT Load |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       13 |   Min Events |   10 |      10.0%
openai-gpt-5.2-chat (with COT)                |       13 |   Event Load |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       13 |      Min ECT |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       13 |     ECT Load |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       14 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       14 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       14 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       14 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       15 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       15 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       15 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       15 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       16 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       16 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       16 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       16 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       17 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       17 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       17 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       17 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       18 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       18 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       18 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       18 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       19 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       19 |   Event Load |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       19 |      Min ECT |    9 |     100.0%
openai-gpt-5.2-chat (with COT)                |       19 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       20 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       20 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       20 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       20 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       21 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       21 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       21 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       21 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       22 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       22 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       22 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       22 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       23 |   Min Events |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       23 |   Event Load |   10 |      10.0%
openai-gpt-5.2-chat (with COT)                |       23 |      Min ECT |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       23 |     ECT Load |   10 |       0.0%
openai-gpt-5.2-chat (with COT)                |       24 |   Min Events |   10 |      70.0%
openai-gpt-5.2-chat (with COT)                |       24 |   Event Load |   10 |      70.0%
openai-gpt-5.2-chat (with COT)                |       24 |      Min ECT |   10 |      70.0%
openai-gpt-5.2-chat (with COT)                |       24 |     ECT Load |   10 |      80.0%
openai-gpt-5.2-chat (with COT)                |       27 |   Min Events |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       27 |   Event Load |   10 |      80.0%
openai-gpt-5.2-chat (with COT)                |       27 |      Min ECT |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       27 |     ECT Load |   10 |      70.0%
openai-gpt-5.2-chat (with COT)                |       28 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       28 |   Event Load |   10 |      50.0%
openai-gpt-5.2-chat (with COT)                |       28 |      Min ECT |   10 |      50.0%
openai-gpt-5.2-chat (with COT)                |       28 |     ECT Load |   10 |      50.0%
openai-gpt-5.2-chat (with COT)                |       29 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       29 |   Event Load |   10 |      70.0%
openai-gpt-5.2-chat (with COT)                |       29 |      Min ECT |   10 |      60.0%
openai-gpt-5.2-chat (with COT)                |       29 |     ECT Load |   10 |      70.0%
openai-gpt-5.2-chat (with COT)                |       30 |   Min Events |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       30 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       30 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       30 |     ECT Load |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       31 |   Min Events |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       31 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       31 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       31 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       32 |   Min Events |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       32 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       32 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       32 |     ECT Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       37 |   Min Events |   10 |      60.0%
openai-gpt-5.2-chat (with COT)                |       37 |   Event Load |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       37 |      Min ECT |   10 |     100.0%
openai-gpt-5.2-chat (with COT)                |       37 |     ECT Load |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       39 |   Min Events |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       39 |   Event Load |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       39 |      Min ECT |   10 |      90.0%
openai-gpt-5.2-chat (with COT)                |       39 |     ECT Load |   10 |     100.0%

openai-gpt-5.2_think                          |        7 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |        7 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think                          |        7 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think                          |        7 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think                          |        8 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |        8 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think                          |        8 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think                          |        8 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think                          |        9 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |        9 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think                          |        9 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think                          |        9 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think                          |       10 |   Min Events |   10 |      80.0%
openai-gpt-5.2_think                          |       10 |   Event Load |   10 |      80.0%
openai-gpt-5.2_think                          |       10 |      Min ECT |   10 |      90.0%
openai-gpt-5.2_think                          |       10 |     ECT Load |   10 |      30.0%
openai-gpt-5.2_think                          |       11 |   Min Events |   10 |      80.0%
openai-gpt-5.2_think                          |       11 |   Event Load |   10 |      50.0%
openai-gpt-5.2_think                          |       11 |      Min ECT |   10 |      60.0%
openai-gpt-5.2_think                          |       11 |     ECT Load |   10 |      50.0%
openai-gpt-5.2_think                          |       12 |   Min Events |   10 |      40.0%
openai-gpt-5.2_think                          |       12 |   Event Load |   10 |      20.0%
openai-gpt-5.2_think                          |       12 |      Min ECT |   10 |      10.0%
openai-gpt-5.2_think                          |       12 |     ECT Load |   10 |      40.0%
openai-gpt-5.2_think                          |       13 |   Min Events |   10 |      30.0%
openai-gpt-5.2_think                          |       13 |   Event Load |   10 |      60.0%
openai-gpt-5.2_think                          |       13 |      Min ECT |   10 |      30.0%
openai-gpt-5.2_think                          |       13 |     ECT Load |   10 |      40.0%
openai-gpt-5.2_think                          |       14 |   Min Events |   10 |      60.0%
openai-gpt-5.2_think                          |       14 |   Event Load |   10 |      50.0%
openai-gpt-5.2_think                          |       14 |      Min ECT |   10 |      50.0%
openai-gpt-5.2_think                          |       14 |     ECT Load |   10 |      20.0%
openai-gpt-5.2_think                          |       15 |   Min Events |   10 |      60.0%
openai-gpt-5.2_think                          |       15 |   Event Load |   10 |      20.0%
openai-gpt-5.2_think                          |       15 |      Min ECT |   10 |      60.0%
openai-gpt-5.2_think                          |       15 |     ECT Load |   10 |      40.0%
openai-gpt-5.2_think                          |       16 |   Min Events |   10 |      80.0%
openai-gpt-5.2_think                          |       16 |   Event Load |   10 |      60.0%
openai-gpt-5.2_think                          |       16 |      Min ECT |   10 |      90.0%
openai-gpt-5.2_think                          |       16 |     ECT Load |   10 |      40.0%
openai-gpt-5.2_think                          |       17 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |       17 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think                          |       17 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think                          |       17 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think                          |       18 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |       18 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think                          |       18 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think                          |       18 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think                          |       19 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |       19 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think                          |       19 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think                          |       19 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think                          |       20 |   Min Events |   10 |      90.0%
openai-gpt-5.2_think                          |       20 |   Event Load |   10 |      80.0%
openai-gpt-5.2_think                          |       20 |      Min ECT |   10 |      70.0%
openai-gpt-5.2_think                          |       20 |     ECT Load |   10 |      70.0%
openai-gpt-5.2_think                          |       21 |   Min Events |   10 |      60.0%
openai-gpt-5.2_think                          |       21 |   Event Load |   10 |      90.0%
openai-gpt-5.2_think                          |       21 |      Min ECT |   10 |      80.0%
openai-gpt-5.2_think                          |       21 |     ECT Load |   10 |      70.0%
openai-gpt-5.2_think                          |       22 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |       22 |   Event Load |   10 |      80.0%
openai-gpt-5.2_think                          |       22 |      Min ECT |   10 |      80.0%
openai-gpt-5.2_think                          |       22 |     ECT Load |   10 |      40.0%
openai-gpt-5.2_think                          |       23 |   Min Events |   10 |       0.0%
openai-gpt-5.2_think                          |       23 |   Event Load |   10 |       0.0%
openai-gpt-5.2_think                          |       23 |      Min ECT |   10 |       0.0%
openai-gpt-5.2_think                          |       23 |     ECT Load |   10 |       0.0%
openai-gpt-5.2_think                          |       24 |   Min Events |   10 |      40.0%
openai-gpt-5.2_think                          |       24 |   Event Load |   10 |      60.0%
openai-gpt-5.2_think                          |       24 |      Min ECT |   10 |      30.0%
openai-gpt-5.2_think                          |       24 |     ECT Load |   10 |      60.0%
openai-gpt-5.2_think                          |       27 |   Min Events |   10 |      70.0%
openai-gpt-5.2_think                          |       27 |   Event Load |   10 |      20.0%
openai-gpt-5.2_think                          |       27 |      Min ECT |   10 |      20.0%
openai-gpt-5.2_think                          |       27 |     ECT Load |   10 |      10.0%
openai-gpt-5.2_think                          |       28 |   Min Events |   10 |      40.0%
openai-gpt-5.2_think                          |       28 |   Event Load |   10 |      20.0%
openai-gpt-5.2_think                          |       28 |      Min ECT |   10 |      20.0%
openai-gpt-5.2_think                          |       28 |     ECT Load |   10 |      10.0%
openai-gpt-5.2_think                          |       29 |   Min Events |   10 |      20.0%
openai-gpt-5.2_think                          |       29 |   Event Load |   10 |      30.0%
openai-gpt-5.2_think                          |       29 |      Min ECT |   10 |      40.0%
openai-gpt-5.2_think                          |       29 |     ECT Load |   10 |      10.0%
openai-gpt-5.2_think                          |       30 |   Min Events |   10 |      70.0%
openai-gpt-5.2_think                          |       30 |   Event Load |   10 |      60.0%
openai-gpt-5.2_think                          |       30 |      Min ECT |   10 |      40.0%
openai-gpt-5.2_think                          |       30 |     ECT Load |   10 |      80.0%
openai-gpt-5.2_think                          |       31 |   Min Events |   10 |      60.0%
openai-gpt-5.2_think                          |       31 |   Event Load |   10 |      60.0%
openai-gpt-5.2_think                          |       31 |      Min ECT |   10 |      80.0%
openai-gpt-5.2_think                          |       31 |     ECT Load |   10 |      70.0%
openai-gpt-5.2_think                          |       32 |   Min Events |   10 |      40.0%
openai-gpt-5.2_think                          |       32 |   Event Load |   10 |      70.0%
openai-gpt-5.2_think                          |       32 |      Min ECT |   10 |      80.0%
openai-gpt-5.2_think                          |       32 |     ECT Load |   10 |      60.0%
openai-gpt-5.2_think                          |       37 |   Min Events |   10 |      80.0%
openai-gpt-5.2_think                          |       37 |   Event Load |   10 |      80.0%
openai-gpt-5.2_think                          |       37 |      Min ECT |   10 |      80.0%
openai-gpt-5.2_think                          |       37 |     ECT Load |   10 |      70.0%
openai-gpt-5.2_think                          |       39 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think                          |       39 |   Event Load |   10 |      80.0%
openai-gpt-5.2_think                          |       39 |      Min ECT |   10 |      70.0%
openai-gpt-5.2_think                          |       39 |     ECT Load |   10 |      80.0%

openai-gpt-5.2_think (lose)                   |        7 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        7 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        7 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        7 |     ECT Load |   10 |      70.0%
openai-gpt-5.2_think (lose)                   |        8 |   Min Events |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        8 |   Event Load |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        8 |      Min ECT |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        8 |     ECT Load |   10 |     100.0%
openai-gpt-5.2_think (lose)                   |        9 |   Min Events |   10 |     100.0%
