Model                                         | Scenario |        Extra |    N |   Accuracy
deepseek-chat-v3.1                            |       29 |   Event Load |   20 |      85.0%
deepseek-chat-v3.1                            |       29 |      Min ECT |   20 |      60.0%
deepseek-chat-v3.1                            |       29 |     ECT Load |   20 |      10.0%
deepseek-chat-v3.1                            |       30 |   Min Events |   20 |      15.0%
deepseek-chat-v3.1                            |       30 |   Event Load |   20 |      75.0%
deepseek-chat-v3.1                            |       30 |      Min ECT |   20 |      20.0%
deepseek-chat-v3.1                            |       30 |     ECT Load |   20 |      45.0%
deepseek-chat-v3.1                            |       31 |   Min Events |   20 |      15.0%
deepseek-chat-v3.1                            |       31 |   Event Load |   20 |      70.0%
deepseek-chat-v3.1                            |       31 |      Min ECT |   20 |      10.0%
deepseek-chat-v3.1                            |       31 |     ECT Load |   20 |      25.0%
deepseek-chat-v3.1                            |       32 |   Min Events |   20 |      30.0%
deepseek-chat-v3.1                            |       32 |   Event Load |   20 |      70.0%
deepseek-chat-v3.1                            |       32 |      Min ECT |   20 |      45.0%
deepseek-chat-v3.1                            |       32 |     ECT Load |   20 |      60.0%
deepseek-chat-v3.1                            |       33 |   Min Events |   20 |      65.0%
deepseek-chat-v3.1                            |       33 |   Event Load |   20 |      55.0%
deepseek-chat-v3.1                            |       33 |      Min ECT |   20 |      45.0%
deepseek-chat-v3.1                            |       33 |     ECT Load |   20 |      45.0%
deepseek-chat-v3.1                            |       34 |   Min Events |   20 |      60.0%
deepseek-chat-v3.1                            |       34 |   Event Load |   20 |      45.0%
deepseek-chat-v3.1                            |       34 |      Min ECT |   20 |      15.0%
deepseek-chat-v3.1                            |       34 |     ECT Load |   20 |      50.0%
deepseek-chat-v3.1                            |       35 |   Min Events |   20 |     100.0%
deepseek-chat-v3.1                            |       35 |   Event Load |   20 |      95.0%
deepseek-chat-v3.1                            |       35 |      Min ECT |   20 |      75.0%
deepseek-chat-v3.1                            |       35 |     ECT Load |   20 |      55.0%
deepseek-chat-v3.1                            |       36 |   Min Events |   20 |      80.0%
deepseek-chat-v3.1                            |       36 |   Event Load |   20 |      60.0%
deepseek-chat-v3.1                            |       36 |      Min ECT |   20 |      10.0%
deepseek-chat-v3.1                            |       36 |     ECT Load |   20 |      50.0%
deepseek-chat-v3.1                            |       37 |   Min Events |   20 |      60.0%
deepseek-chat-v3.1                            |       37 |   Event Load |   20 |      50.0%
deepseek-chat-v3.1                            |       37 |      Min ECT |   20 |      70.0%
deepseek-chat-v3.1                            |       37 |     ECT Load |   20 |      50.0%
deepseek-chat-v3.1                            |       38 |   Min Events |   20 |      80.0%
deepseek-chat-v3.1                            |       38 |   Event Load |   20 |      25.0%
deepseek-chat-v3.1                            |       38 |      Min ECT |   20 |      15.0%
deepseek-chat-v3.1                            |       38 |     ECT Load |   20 |      85.0%
deepseek-chat-v3.1                            |       39 |   Min Events |   20 |     100.0%
deepseek-chat-v3.1                            |       39 |   Event Load |   20 |      85.0%
deepseek-chat-v3.1                            |       39 |      Min ECT |   20 |      85.0%
deepseek-chat-v3.1                            |       39 |     ECT Load |   20 |      60.0%

deepseek-chat-v3.1 (with COT)                 |        1 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |        1 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |        1 |      Min ECT |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |        1 |     ECT Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |        2 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |        2 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |        2 |      Min ECT |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        2 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        3 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |        3 |   Event Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        3 |      Min ECT |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        3 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        4 |   Min Events |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |        4 |   Event Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        4 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |        4 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        5 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |        5 |   Event Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        5 |      Min ECT |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        5 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        6 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |        6 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |        6 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |        6 |     ECT Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        7 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |        7 |   Event Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        7 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |        7 |     ECT Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        8 |   Min Events |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |        8 |   Event Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        8 |      Min ECT |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        8 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |        9 |   Min Events |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |        9 |   Event Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |        9 |      Min ECT |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |        9 |     ECT Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       10 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       10 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       10 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       10 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       11 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       11 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       11 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       11 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       12 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       12 |   Event Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       12 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       12 |     ECT Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       13 |   Min Events |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       13 |   Event Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       13 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       13 |     ECT Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       14 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       14 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       14 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       14 |     ECT Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       15 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       15 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       15 |      Min ECT |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       15 |     ECT Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       16 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       16 |   Event Load |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       16 |      Min ECT |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       16 |     ECT Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       17 |   Min Events |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       17 |   Event Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       17 |      Min ECT |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       17 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       18 |   Min Events |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       18 |   Event Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       18 |      Min ECT |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       18 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       19 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       19 |   Event Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       19 |      Min ECT |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       19 |     ECT Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       20 |   Min Events |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       20 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       20 |      Min ECT |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       20 |     ECT Load |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       21 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       21 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       21 |      Min ECT |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       21 |     ECT Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       22 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       22 |   Event Load |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       22 |      Min ECT |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       22 |     ECT Load |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       23 |   Min Events |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       23 |   Event Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       23 |      Min ECT |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       23 |     ECT Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       24 |   Min Events |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       24 |   Event Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       24 |      Min ECT |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       24 |     ECT Load |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       25 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       25 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       25 |      Min ECT |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       25 |     ECT Load |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       26 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       26 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       26 |      Min ECT |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       26 |     ECT Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       27 |   Min Events |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       27 |   Event Load |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       27 |      Min ECT |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       27 |     ECT Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       28 |   Min Events |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       28 |   Event Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       28 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       28 |     ECT Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       29 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       29 |   Event Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       29 |      Min ECT |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       29 |     ECT Load |   10 |      10.0%
deepseek-chat-v3.1 (with COT)                 |       30 |   Min Events |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       30 |   Event Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       30 |      Min ECT |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       30 |     ECT Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       31 |   Min Events |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       31 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       31 |      Min ECT |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       31 |     ECT Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       32 |   Min Events |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       32 |   Event Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       32 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       32 |     ECT Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       33 |   Min Events |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       33 |   Event Load |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       33 |      Min ECT |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       33 |     ECT Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       34 |   Min Events |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       34 |   Event Load |   10 |     100.0%
deepseek-chat-v3.1 (with COT)                 |       34 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       34 |     ECT Load |   10 |      90.0%
deepseek-chat-v3.1 (with COT)                 |       35 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       35 |   Event Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       35 |      Min ECT |   10 |      40.0%
deepseek-chat-v3.1 (with COT)                 |       35 |     ECT Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       36 |   Min Events |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       36 |   Event Load |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       36 |      Min ECT |   10 |      30.0%
deepseek-chat-v3.1 (with COT)                 |       36 |     ECT Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       37 |   Min Events |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       37 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       37 |      Min ECT |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       37 |     ECT Load |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       38 |   Min Events |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       38 |   Event Load |   10 |      60.0%
deepseek-chat-v3.1 (with COT)                 |       38 |      Min ECT |   10 |       0.0%
deepseek-chat-v3.1 (with COT)                 |       38 |     ECT Load |   10 |      20.0%
deepseek-chat-v3.1 (with COT)                 |       39 |   Min Events |   10 |      80.0%
deepseek-chat-v3.1 (with COT)                 |       39 |   Event Load |   10 |      70.0%
deepseek-chat-v3.1 (with COT)                 |       39 |      Min ECT |   10 |      50.0%
deepseek-chat-v3.1 (with COT)                 |       39 |     ECT Load |   10 |      90.0%

hermes-4-70b                                  |        1 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        1 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |        1 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        1 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        2 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        2 |   Event Load |   10 |      10.0%
hermes-4-70b                                  |        2 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        2 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        3 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        3 |   Event Load |   10 |      10.0%
hermes-4-70b                                  |        3 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        3 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        4 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        4 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |        4 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        4 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        5 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        5 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |        5 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        5 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        6 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        6 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |        6 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        6 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        7 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        7 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |        7 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        7 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        8 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        8 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |        8 |      Min ECT |   10 |      10.0%
hermes-4-70b                                  |        8 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |        9 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |        9 |   Event Load |   10 |      20.0%
hermes-4-70b                                  |        9 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |        9 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       10 |   Min Events |   10 |      30.0%
hermes-4-70b                                  |       10 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       10 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       10 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       11 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       11 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       11 |      Min ECT |   10 |      20.0%
hermes-4-70b                                  |       11 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       12 |   Min Events |   10 |      70.0%
hermes-4-70b                                  |       12 |   Event Load |   10 |     100.0%
hermes-4-70b                                  |       12 |      Min ECT |   10 |     100.0%
hermes-4-70b                                  |       12 |     ECT Load |   10 |     100.0%
hermes-4-70b                                  |       13 |   Min Events |   10 |     100.0%
hermes-4-70b                                  |       13 |   Event Load |   10 |     100.0%
hermes-4-70b                                  |       13 |      Min ECT |   10 |     100.0%
hermes-4-70b                                  |       13 |     ECT Load |   10 |     100.0%
hermes-4-70b                                  |       14 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       14 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       14 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       14 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       15 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       15 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       15 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       15 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       16 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       16 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       16 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       16 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       17 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       17 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       17 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       17 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       18 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       18 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       18 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       18 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       19 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       19 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       19 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       19 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       20 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       20 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       20 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       20 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       21 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       21 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       21 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       21 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       22 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       22 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       22 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       22 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       23 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       23 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       23 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       23 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       24 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       24 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       24 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       24 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       25 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       25 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       25 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       25 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       26 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       26 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       26 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       26 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       27 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       27 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       27 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       27 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       28 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       28 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       28 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       28 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       29 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       29 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       29 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       29 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       30 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       30 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       30 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       30 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       31 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       31 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       31 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       31 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       32 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       32 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       32 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       32 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       33 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       33 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       33 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       33 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       34 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       34 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       34 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       34 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       35 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       35 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       35 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       35 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       36 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       36 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       36 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       36 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       37 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       37 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       37 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       37 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       38 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       38 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       38 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       38 |     ECT Load |   10 |       0.0%
hermes-4-70b                                  |       39 |   Min Events |   10 |       0.0%
hermes-4-70b                                  |       39 |   Event Load |   10 |       0.0%
hermes-4-70b                                  |       39 |      Min ECT |   10 |       0.0%
hermes-4-70b                                  |       39 |     ECT Load |   10 |       0.0%

hermes-4-70b (with COT)                       |        1 |   Min Events |   10 |     100.0%
hermes-4-70b (with COT)                       |        1 |   Event Load |   10 |      90.0%
hermes-4-70b (with COT)                       |        1 |      Min ECT |   10 |     100.0%
hermes-4-70b (with COT)                       |        1 |     ECT Load |   10 |      40.0%
hermes-4-70b (with COT)                       |        2 |   Min Events |   10 |      60.0%
hermes-4-70b (with COT)                       |        2 |   Event Load |   10 |      50.0%
hermes-4-70b (with COT)                       |        2 |      Min ECT |   10 |     100.0%
hermes-4-70b (with COT)                       |        2 |     ECT Load |   10 |      60.0%
hermes-4-70b (with COT)                       |        3 |   Min Events |   10 |      90.0%
hermes-4-70b (with COT)                       |        3 |   Event Load |   10 |     100.0%
hermes-4-70b (with COT)                       |        3 |      Min ECT |   10 |     100.0%
hermes-4-70b (with COT)                       |        3 |     ECT Load |   10 |      40.0%
hermes-4-70b (with COT)                       |        4 |   Min Events |   10 |      40.0%
hermes-4-70b (with COT)                       |        4 |   Event Load |   10 |      70.0%
hermes-4-70b (with COT)                       |        4 |      Min ECT |   10 |      90.0%
hermes-4-70b (with COT)                       |        4 |     ECT Load |   10 |      30.0%
hermes-4-70b (with COT)                       |        5 |   Min Events |   10 |      60.0%
hermes-4-70b (with COT)                       |        5 |   Event Load |   10 |      70.0%
hermes-4-70b (with COT)                       |        5 |      Min ECT |   10 |     100.0%
hermes-4-70b (with COT)                       |        5 |     ECT Load |   10 |      10.0%
hermes-4-70b (with COT)                       |        6 |   Min Events |   10 |      40.0%
hermes-4-70b (with COT)                       |        6 |   Event Load |   10 |      90.0%
hermes-4-70b (with COT)                       |        6 |      Min ECT |   10 |     100.0%
hermes-4-70b (with COT)                       |        6 |     ECT Load |   10 |      10.0%
